Property_Code;Market;Unit_Status;Street_Address;City;State;Zip_Code;Bedrooms;Bathrooms;Rent;Square;Garage;Listing_Phone;URL;Latitude;Longitude;Long_Description;Is_Cat_Allowed;Is_Dog_Allowed;FloorplanID;Security_Deposit;RentCafeID;PropertyPrimaryID;Photos;BusinessCenter;ChildCare;ClubHouse;CoverPark;FitnessCenter;Garage;Gate;HighSpeed;Laundry;Pool;PlayGround;ShortTermLease;Spa;StorageSpace;Transportation;Availability24Hours;BasketballCourt;ClubDiscount;Concierge;DoorAttendant;Elevator;FreeWeights;HouseSitting;GroupExcercise;GuestRoom;Housekeeping;Library;MealService;NightPatrol;OnSiteMaintenance;OnSiteManagement;PacakageReceiving;Racquetball;RecRoom;Sauna;Sundeck;TennisCourt;TVLounge;Vintage;VolleyballCourt;AdditionalStorage;AirConditioner;Balcony;CableSat;DishWasher;Disposal;Fireplace;Furnished;IndividualClimateControl;LargeClosets;Patio;Washer;WheelChair;WD_Hookup;Alarm;Carport;CeilingFan;ControlledAccess;Courtyard;Dryer;Handrails;Microwave;PrivateBalcony;PrivatePatio;Refrigerator;Skylight;View;WindowCoverings;General_Amenities
2CAS2345;Northern California;Vacant;1100 Canary Court;Suisun City;CA;94585;3;2.0;1795.0;1960.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/ca/suisun-city/1100-canary-court/index.aspx;38.248376;-121.999949;Invitation Homes invites you home! Check out this incredible remodeled home located in Suisun City, CA. Featuring 1960 square feet of living space, 3 bedrooms, 2.5 bathrooms and a 2 car garage. Providing both excellent quality and value, this professionally managed and maintained home is available to view today. ;true;true;970774;1795;p0174929;168250;http://www.rentcafe.com/dmslivecafe/3/168250/3_168250_1255979.jpg|http://www.rentcafe.com/dmslivecafe/3/168250/3_168250_1255981.jpg|http://www.rentcafe.com/dmslivecafe/3/168250/3_168250_1255982.jpg|http://www.rentcafe.com/dmslivecafe/3/168250/3_168250_1255980.jpg|http://www.rentcafe.com/dmslivecafe/3/168250/3_168250_1255983.jpg|http://www.rentcafe.com/dmslivecafe/3/168250/3_168250_1255984.jpg|http://www.rentcafe.com/dmslivecafe/3/168250/3_168250_1255985.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
2ILC2490;Chicago, IL;Vacant;43W778 Fescue Ct;St. Charles;IL;60175;3;2.0;1650.0;1322.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/il/st.-charles/43w778-fescue-ct/index.aspx;41.944229;-88.468062;Freshly remodeled by Invitation Homes, this St. Charles, IL, home has three bedrooms, two baths, and offers 1322 square feet of living space. Providing both excellent quality and value, this professionally managed and maintained home is available to view today.;true;true;970830;1650;p0174985;168306;http://www.rentcafe.com/dmslivecafe/3/168306/3_168306_1086046.jpg|http://www.rentcafe.com/dmslivecafe/3/168306/3_168306_1086047.jpg|http://www.rentcafe.com/dmslivecafe/3/168306/3_168306_1086048.jpg|http://www.rentcafe.com/dmslivecafe/3/168306/3_168306_1086049.jpg|http://www.rentcafe.com/dmslivecafe/3/168306/3_168306_1086050.jpg|http://www.rentcafe.com/dmslivecafe/3/168306/3_168306_1086051.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
2MNC2494;Minneapolis, MN;Vacant;5145 Larch Lane;Plymouth;MN;55442;5;4.0;2295.0;2900.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/mn/plymouth/5145-larch-lane/index.aspx;45.046737;-93.436544;Freshly remodeled by Invitation Homes, this Plymouth, MN, home has five bedrooms, four baths, and offers 2900 square feet of living space. Providing both excellent quality and value, this professionally managed and maintained home is available to view today.Screening services provided by On-Site (877.222.0384).*Please note that our marketed rental rates reflect a $100 credit for landscaping/snow maintenance if these services are performed by  the tenant. If Invitation Homes maintains the landscaping/snow removal, the monthly rent would include a $100 premium. Further details about lawn care/snow removal can be found in the lease agreement package.;true;true;970834;2295;p0174989;168310;http://www.rentcafe.com/dmslivecafe/3/168310/3_168310_1099205.jpg|http://www.rentcafe.com/dmslivecafe/3/168310/3_168310_1099206.jpg|http://www.rentcafe.com/dmslivecafe/3/168310/3_168310_1099207.jpg|http://www.rentcafe.com/dmslivecafe/3/168310/3_168310_1099208.jpg|http://www.rentcafe.com/dmslivecafe/3/168310/3_168310_1099209.jpg|http://www.rentcafe.com/dmslivecafe/3/168310/3_168310_1099210.jpg|http://www.rentcafe.com/dmslivecafe/3/168310/3_168310_1099211.jpg|http://www.rentcafe.com/dmslivecafe/3/168310/3_168310_1099212.jpg|http://www.rentcafe.com/dmslivecafe/3/168310/3_168310_1099213.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
2ILC2496;Chicago, IL;Vacant;400 W Walnut Street;Mt Prospect;IL;60056;4;2.0;1850.0;1267.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/il/mt-prospect/400-w-walnut-street/index.aspx;42.06738;-87.942606;Freshly remodeled by Invitation Homes, this Mt Prospect, IL, home has four bedrooms, two baths, and offers 1267 square feet of living space. Providing both excellent quality and value, this professionally managed and maintained home is available to view today.;true;true;970836;1850;p0174991;168312;http://www.rentcafe.com/dmslivecafe/3/168312/3_168312_1087035.jpg|http://www.rentcafe.com/dmslivecafe/3/168312/3_168312_1087036.jpg|http://www.rentcafe.com/dmslivecafe/3/168312/3_168312_1087037.jpg|http://www.rentcafe.com/dmslivecafe/3/168312/3_168312_1087038.jpg|http://www.rentcafe.com/dmslivecafe/3/168312/3_168312_1087060.jpg|http://www.rentcafe.com/dmslivecafe/3/168312/3_168312_1087061.jpg|http://www.rentcafe.com/dmslivecafe/3/168312/3_168312_1087062.jpg|http://www.rentcafe.com/dmslivecafe/3/168312/3_168312_1087064.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
2ILC2498;Chicago, IL;Vacant;10954 S Esmond St;Chicago;IL;60643;3;2.0;1500.0;1161.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/il/chicago/10954-s-esmond-st/index.aspx;41.694055;-87.667041;Freshly remodeled by Invitation Homes, this Chicago, IL, home has three bedrooms, two baths, and offers 1161 square feet of living space. Providing both excellent quality and value, this professionally managed and maintained home is available to view today.;true;true;970838;1500;p0174993;168314;http://www.rentcafe.com/dmslivecafe/3/168314/3_168314_1113250.jpg|http://www.rentcafe.com/dmslivecafe/3/168314/3_168314_1113249.jpg|http://www.rentcafe.com/dmslivecafe/3/168314/3_168314_1113248.jpg|http://www.rentcafe.com/dmslivecafe/3/168314/3_168314_1113252.jpg|http://www.rentcafe.com/dmslivecafe/3/168314/3_168314_1113253.jpg|http://www.rentcafe.com/dmslivecafe/3/168314/3_168314_1113254.jpg|http://www.rentcafe.com/dmslivecafe/3/168314/3_168314_1113255.jpg|http://www.rentcafe.com/dmslivecafe/3/168314/3_168314_1113256.jpg|http://www.rentcafe.com/dmslivecafe/3/168314/3_168314_1113257.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
2MNC2503;Minneapolis, MN;Vacant;9750 104th Avenue N;Maple Grove;MN;55369;3;3.0;1950.0;2490.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/mn/maple-grove/9750-104th-avenue-no/index.aspx;45.143934;-93.405079;Freshly remodeled by Invitation Homes, this Maple Grove, MN, home has three bedrooms, three baths, and offers 2490 square feet of living space. Providing both excellent quality and value, this professionally managed and maintained home is available to view today.Screening services provided by On-Site (877.222.0384).*Please note that our marketed rental rates reflect a $100 credit for landscaping/snow maintenance if these services are performed by  the tenant. If Invitation Homes maintains the landscaping/snow removal, the monthly rent would include a $100 premium. Further details about lawn care/snow removal can be found in the lease agreement package.;true;true;970843;1950;p0174998;168319;http://www.rentcafe.com/dmslivecafe/3/168319/3_168319_1110047.jpg|http://www.rentcafe.com/dmslivecafe/3/168319/3_168319_1110048.jpg|http://www.rentcafe.com/dmslivecafe/3/168319/3_168319_1110049.jpg|http://www.rentcafe.com/dmslivecafe/3/168319/3_168319_1110050.jpg|http://www.rentcafe.com/dmslivecafe/3/168319/3_168319_1110051.jpg|http://www.rentcafe.com/dmslivecafe/3/168319/3_168319_1110052.jpg|http://www.rentcafe.com/dmslivecafe/3/168319/3_168319_1110053.jpg|http://www.rentcafe.com/dmslivecafe/3/168319/3_168319_1110054.jpg|http://www.rentcafe.com/dmslivecafe/3/168319/3_168319_1110056.jpg|http://www.rentcafe.com/dmslivecafe/3/168319/3_168319_1110057.jpg|http://www.rentcafe.com/dmslivecafe/3/168319/3_168319_1110058.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
2CAI2062;Inland Empire, CA;Vacant;9240 Date St -3b;Fontana;CA;92335;2;1.0;999.0;968.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/ca/fontana/9240-date-st-3b/index.aspx;34.086076;-117.44721;Cozy condo for lease! Spacious living room with tile floors, carpeted bedrooms and much more. The kitchen has attracted counters with wooden appearance. The living room has a lovely sliding door that allows you to easily transition from inside to the outside patio. Showings available by appointment only. Please call today.;true;true;970850;999;p0175005;168326;http://www.rentcafe.com/dmslivecafe/3/168326/3_168326_1210759.jpg|http://www.rentcafe.com/dmslivecafe/3/168326/3_168326_1210760.jpg|http://www.rentcafe.com/dmslivecafe/3/168326/3_168326_1210761.jpg|http://www.rentcafe.com/dmslivecafe/3/168326/3_168326_1210762.jpg|http://www.rentcafe.com/dmslivecafe/3/168326/3_168326_1210763.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
2NCC1703;Charlotte, NC;Vacant;2228 Effingham Cir;Raleigh;NC;27615;3;2.0;1225.0;1685.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/nc/raleigh/2228-effingham-cir/index.aspx;35.894553;-78.600624;	Everything a home should be, this welcoming Raleigh, NC, home has 3 bedrooms, 2.5 baths, and offers 1685 square feet of harmonious living space.  Incomparable value and outstanding quality, this professionally managed home is available for lease today.;true;true;970951;1225;p0175162;168483;http://www.rentcafe.com/dmslivecafe/3/168483/3_168483_1122522.jpg|http://www.rentcafe.com/dmslivecafe/3/168483/3_168483_1122523.jpg|http://www.rentcafe.com/dmslivecafe/3/168483/3_168483_1122524.jpg|http://www.rentcafe.com/dmslivecafe/3/168483/3_168483_1122525.jpg|http://www.rentcafe.com/dmslivecafe/3/168483/3_168483_1122649.jpg|http://www.rentcafe.com/dmslivecafe/3/168483/3_168483_1122650.jpg|http://www.rentcafe.com/dmslivecafe/3/168483/3_168483_1122654.jpg|http://www.rentcafe.com/dmslivecafe/3/168483/3_168483_1122655.jpg|http://www.rentcafe.com/dmslivecafe/3/168483/3_168483_1122656.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;24 Hour Maintenance|Pet Friendly|Professionally Managed|Recently Updated|Carpeting|Efficient Appliances|
2MNC2521;Minneapolis, MN;Vacant;6805 Telemark Trail;Edina;MN;55436;4;3.0;3390.0;3662.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/mn/edina/6805-telemark-trail/index.aspx;44.906252;-93.396817;Freshly remodeled by Invitation Homes, this Edina, MN, home has four bedrooms, three baths, and offers 3662 square feet of living space. Providing both excellent quality and value, this professionally managed and maintained home is available to view today.Screening services provided by On-Site (877.222.0384).*Please note that our marketed rental rates reflect a $100 credit for landscaping/snow maintenance if these services are performed by  the tenant. If Invitation Homes maintains the landscaping/snow removal, the monthly rent would include a $100 premium. Further details about lawn care/snow removal can be found in the lease agreement package.;true;true;970974;3390;p0175185;168506;http://www.rentcafe.com/dmslivecafe/3/168506/3_168506_1303407.jpg|http://www.rentcafe.com/dmslivecafe/3/168506/3_168506_1303408.jpg|http://www.rentcafe.com/dmslivecafe/3/168506/3_168506_1303409.jpg|http://www.rentcafe.com/dmslivecafe/3/168506/3_168506_1303410.jpg|http://www.rentcafe.com/dmslivecafe/3/168506/3_168506_1303411.jpg|http://www.rentcafe.com/dmslivecafe/3/168506/3_168506_1303412.jpg|http://www.rentcafe.com/dmslivecafe/3/168506/3_168506_1303413.jpg|http://www.rentcafe.com/dmslivecafe/3/168506/3_168506_1303416.jpg|http://www.rentcafe.com/dmslivecafe/3/168506/3_168506_1303419.jpg|http://www.rentcafe.com/dmslivecafe/3/168506/3_168506_1303417.jpg|http://www.rentcafe.com/dmslivecafe/3/168506/3_168506_1303418.jpg|http://www.rentcafe.com/dmslivecafe/3/168506/3_168506_1303420.jpg|http://www.rentcafe.com/dmslivecafe/3/168506/3_168506_1303414.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
2FLM2034;Miami, FL;Vacant;2445 Sw 18th Terrace Unit 403;Fort Lauderdale;FL;33315;2;2.0;1300.0;927.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/fl/fort-lauderdale/2445-sw-18th-terrace-unit-403/index.aspx;26.092508;-80.167626;Freshly remodeled by Invitation Homes, this Fort Lauderdale, FL, condo has 2 bedrooms, 2 baths, and offers 927 square feet of living space. This lovely condo boasts fresh paint, ceiling fans, tile floors, and stainless steel appliances.Providing both excellent quality and value, this professionally managed and maintained home is available to view. Apply today-Additional HOA approval may be required.;true;true;970995;1300;p0175206;168527;http://www.rentcafe.com/dmslivecafe/3/168527/3_168527_1290428.jpg|http://www.rentcafe.com/dmslivecafe/3/168527/3_168527_1290431.jpg|http://www.rentcafe.com/dmslivecafe/3/168527/3_168527_1290432.jpg|http://www.rentcafe.com/dmslivecafe/3/168527/3_168527_1290429.jpg|http://www.rentcafe.com/dmslivecafe/3/168527/3_168527_1290430.jpg|http://www.rentcafe.com/dmslivecafe/3/168527/3_168527_1290436.jpg|http://www.rentcafe.com/dmslivecafe/3/168527/3_168527_1290433.jpg|http://www.rentcafe.com/dmslivecafe/3/168527/3_168527_1290434.jpg|http://www.rentcafe.com/dmslivecafe/3/168527/3_168527_1290435.jpg|http://www.rentcafe.com/dmslivecafe/3/168527/3_168527_1290437.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;24-Hour Maintenance|Long Lease Terms Available|Pet Friendly|Professionally Managed|Recently Remodeled/Updated|
2FLM2035;Miami, FL;Vacant;2550 Sw 18th Terrace Unit 1712;Fort Lauderdale;FL;33315;2;2.0;1300.0;927.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/fl/fort-lauderdale/2550-sw-18th-terrace-unit-1712/index.aspx;26.091163;-80.163553;Freshly remodeled by Invitation Homes, this Fort Lauderdale, FL, condo has 2 bedrooms, 2 baths, and offers 927 square feet of living space. This lovely condo boasts fresh paint, ceiling fans, tile floors, washer/dryer, and stainless steel kitchen appliances.Providing both excellent quality and value, this professionally managed and maintained home is available to view. Apply today-Additional HOA approval may be required.;true;true;970996;1300;p0175207;168528;http://www.rentcafe.com/dmslivecafe/3/168528/3_168528_1296128.jpg|http://www.rentcafe.com/dmslivecafe/3/168528/3_168528_1296129.jpg|http://www.rentcafe.com/dmslivecafe/3/168528/3_168528_1296130.jpg|http://www.rentcafe.com/dmslivecafe/3/168528/3_168528_1296131.jpg|http://www.rentcafe.com/dmslivecafe/3/168528/3_168528_1296133.jpg|http://www.rentcafe.com/dmslivecafe/3/168528/3_168528_1296134.jpg|http://www.rentcafe.com/dmslivecafe/3/168528/3_168528_1296138.jpg|http://www.rentcafe.com/dmslivecafe/3/168528/3_168528_1296135.jpg|http://www.rentcafe.com/dmslivecafe/3/168528/3_168528_1296137.jpg|http://www.rentcafe.com/dmslivecafe/3/168528/3_168528_1296132.jpg|http://www.rentcafe.com/dmslivecafe/3/168528/3_168528_1296136.jpg|http://www.rentcafe.com/dmslivecafe/3/168528/3_168528_1296140.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;24-Hour Maintenance|Long Lease Terms Available|Pet Friendly|Professionally Managed|Recently Remodeled/Updated|
2FLO2643;Orlando, FL;Vacant;317 Las Olas Drive;Melbourne Beach;FL;32951;3;2.0;1495.0;1524.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/fl/melbourne-beach/317-las-olas-drive/index.aspx;28.034715;-80.547707;Freshly renovated, this pet friendly home has three bedrooms, two and a half baths, and offers 1,524 square feet of living space. Three bedrooms, two baths and just a short walk to the beach! This home also offers wood floors, dual sinks in the master bath and a two car garage. Corporate ownership by America's largest single family home rental specialist provides peace of mind, excellent quality, and value. This professionally managed and maintained home is available to view today!;true;true;972007;1495;p0176089;169410;http://www.rentcafe.com/dmslivecafe/3/169410/3_169410_971248.jpg|http://www.rentcafe.com/dmslivecafe/3/169410/3_169410_971239.jpg|http://www.rentcafe.com/dmslivecafe/3/169410/3_169410_971240.jpg|http://www.rentcafe.com/dmslivecafe/3/169410/3_169410_971241.jpg|http://www.rentcafe.com/dmslivecafe/3/169410/3_169410_971242.jpg|http://www.rentcafe.com/dmslivecafe/3/169410/3_169410_971243.jpg|http://www.rentcafe.com/dmslivecafe/3/169410/3_169410_971244.jpg|http://www.rentcafe.com/dmslivecafe/3/169410/3_169410_971245.jpg|http://www.rentcafe.com/dmslivecafe/3/169410/3_169410_971246.jpg|http://www.rentcafe.com/dmslivecafe/3/169410/3_169410_971247.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;True;True;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;True;24-Hour Maintenance|Ceramic Tile Flooring|Garden Tub|Long Lease Terms Available|Pet Friendly|Professionally Managed|Recently Remodeled|Efficient Appliances|Hardwood Floors|
2MNC2551;Minneapolis, MN;Vacant;6690 Promontory Drive;Eden Prairie;MN;55346;4;4.0;3500.0;3800.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/mn/eden-prairie/6690-promontory-drive/index.aspx;44.884068;-93.445529;Freshly remodeled by Invitation Homes, this Eden Prairie, MN, home has four bedrooms, four baths, and offers 3800 square feet of living space. Providing both excellent quality and value, this professionally managed and maintained home is available to view today.Screening services provided by On-Site (877.222.0384).*Please note that our marketed rental rates reflect a $100 credit for landscaping/snow maintenance if these services are performed by  the tenant. If Invitation Homes maintains the landscaping/snow removal, the monthly rent would include a $100 premium. Further details about lawn care/snow removal can be found in the lease agreement package.;true;true;972072;3500;p0176154;169475;http://www.rentcafe.com/dmslivecafe/3/169475/3_169475_1207904.jpg|http://www.rentcafe.com/dmslivecafe/3/169475/3_169475_1205192.jpg|http://www.rentcafe.com/dmslivecafe/3/169475/3_169475_1205193.jpg|http://www.rentcafe.com/dmslivecafe/3/169475/3_169475_1205194.jpg|http://www.rentcafe.com/dmslivecafe/3/169475/3_169475_1205195.jpg|http://www.rentcafe.com/dmslivecafe/3/169475/3_169475_1205197.jpg|http://www.rentcafe.com/dmslivecafe/3/169475/3_169475_1205198.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
2MNC2553;Minneapolis, MN;Vacant;5836 S Upton Avenue;Minneapolis;MN;55410;3;1.0;1695.0;1745.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/mn/minneapolis/5836-s-upton-avenue/index.aspx;44.896849;-93.315385;Freshly remodeled by Invitation Homes, this Minneapolis, MN, home has three bedrooms, one baths, and offers 1745 square feet of living space. Providing both excellent quality and value, this professionally managed and maintained home is available to view today.Screening services provided by On-Site (877.222.0384).*Please note that our marketed rental rates reflect a $100 credit for landscaping/snow maintenance if these services are performed by  the tenant. If Invitation Homes maintains the landscaping/snow removal, the monthly rent would include a $100 premium. Further details about lawn care/snow removal can be found in the lease agreement package.;true;true;972074;1695;p0176156;169477;http://www.rentcafe.com/dmslivecafe/3/169477/3_169477_1196840.jpg|http://www.rentcafe.com/dmslivecafe/3/169477/3_169477_1196841.jpg|http://www.rentcafe.com/dmslivecafe/3/169477/3_169477_1196842.jpg|http://www.rentcafe.com/dmslivecafe/3/169477/3_169477_1196843.jpg|http://www.rentcafe.com/dmslivecafe/3/169477/3_169477_1196844.jpg|http://www.rentcafe.com/dmslivecafe/3/169477/3_169477_1196845.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
2MNC2566;Minneapolis, MN;Vacant;8999 Gould Road;Eden Prairie;MN;55347;5;4.0;2995.0;3734.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/mn/eden-prairie/8999-gould-road/index.aspx;44.840296;-93.487061;Freshly remodeled by Invitation Homes, this Eden Prairie, MN, home has five bedrooms, four baths, and offers 3734 square feet of living space. Providing both excellent quality and value, this professionally managed and maintained home is available to view today.Screening services provided by On-Site (877.222.0384).*Please note that our marketed rental rates reflect a $100 credit for landscaping/snow maintenance if these services are performed by  the tenant. If Invitation Homes maintains the landscaping/snow removal, the monthly rent would include a $100 premium. Further details about lawn care/snow removal can be found in the lease agreement package.;true;true;972083;2995;p0176165;169486;http://www.rentcafe.com/dmslivecafe/3/169486/3_169486_1080777.jpg|http://www.rentcafe.com/dmslivecafe/3/169486/3_169486_1080778.jpg|http://www.rentcafe.com/dmslivecafe/3/169486/3_169486_1080779.jpg|http://www.rentcafe.com/dmslivecafe/3/169486/3_169486_1080780.jpg|http://www.rentcafe.com/dmslivecafe/3/169486/3_169486_1080784.jpg|http://www.rentcafe.com/dmslivecafe/3/169486/3_169486_1080785.jpg|http://www.rentcafe.com/dmslivecafe/3/169486/3_169486_1080786.jpg|http://www.rentcafe.com/dmslivecafe/3/169486/3_169486_1080787.jpg|http://www.rentcafe.com/dmslivecafe/3/169486/3_169486_1080788.jpg|http://www.rentcafe.com/dmslivecafe/3/169486/3_169486_1080789.jpg|http://www.rentcafe.com/dmslivecafe/3/169486/3_169486_1080790.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
2MNC2570;Minneapolis, MN;Vacant;975 E Hawthorne Avenue;St Paul;MN;55106;4;2.0;1495.0;1880.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/mn/st-paul/975-e-hawthorne-avenue/index.aspx;44.978669;-93.059291;Freshly remodeled by Invitation Homes, this St Paul, MN, home has four bedrooms, two baths, and offers 1880 square feet of living space. Providing both excellent quality and value, this professionally managed and maintained home is available to view today.Screening services provided by On-Site (877.222.0384).*Please note that our marketed rental rates reflect a $100 credit for landscaping/snow maintenance if these services are performed by  the tenant. If Invitation Homes maintains the landscaping/snow removal, the monthly rent would include a $100 premium. Further details about lawn care/snow removal can be found in the lease agreement package.;true;true;972087;1495;p0176169;169490;http://www.rentcafe.com/dmslivecafe/3/169490/3_169490_1265291.jpg|http://www.rentcafe.com/dmslivecafe/3/169490/3_169490_1265311.jpg|http://www.rentcafe.com/dmslivecafe/3/169490/3_169490_1265312.jpg|http://www.rentcafe.com/dmslivecafe/3/169490/3_169490_1265313.jpg|http://www.rentcafe.com/dmslivecafe/3/169490/3_169490_1265314.jpg|http://www.rentcafe.com/dmslivecafe/3/169490/3_169490_1265315.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
2MNC2573;Minneapolis, MN;Vacant;988 E Cook Avenue;St Paul;MN;55106;3;3.0;1400.0;1425.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/mn/st-paul/988-e-cook-avenue/index.aspx;44.972759;-93.058839;Freshly remodeled by Invitation Homes, this St Paul, MN, home has three bedrooms, three baths, and offers 1425 square feet of living space. Providing both excellent quality and value, this professionally managed and maintained home is available to view today.Screening services provided by On-Site (877.222.0384).*Please note that our marketed rental rates reflect a $100 credit for landscaping/snow maintenance if these services are performed by  the tenant. If Invitation Homes maintains the landscaping/snow removal, the monthly rent would include a $100 premium. Further details about lawn care/snow removal can be found in the lease agreement package.;true;true;972090;1400;p0176172;169493;http://www.rentcafe.com/dmslivecafe/3/169493/3_169493_1203086.jpg|http://www.rentcafe.com/dmslivecafe/3/169493/3_169493_1203090.jpg|http://www.rentcafe.com/dmslivecafe/3/169493/3_169493_1203088.jpg|http://www.rentcafe.com/dmslivecafe/3/169493/3_169493_1203089.jpg|http://www.rentcafe.com/dmslivecafe/3/169493/3_169493_1203087.jpg|http://www.rentcafe.com/dmslivecafe/3/169493/3_169493_1203091.jpg|http://www.rentcafe.com/dmslivecafe/3/169493/3_169493_1203092.jpg|http://www.rentcafe.com/dmslivecafe/3/169493/3_169493_1203093.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
